,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2021-01-01,0.7771801352500916,0.8207600116729736,0.7698229551315308,0.7702973484992981,0,0.0,0.0
1,2021-01-04,0.771300196647644,0.774199903011322,0.7656598091125488,0.7712300419807434,0,0.0,0.0
2,2021-01-05,0.766979992389679,0.775300145149231,0.7662893533706665,0.7670999765396118,0,0.0,0.0
3,2021-01-06,0.7762799859046936,0.782038152217865,0.7734310626983643,0.7766000628471375,0,0.0,0.0
4,2021-01-07,0.7815399765968323,0.7815399765968323,0.7727700471878052,0.781700074672699,0,0.0,0.0
5,2021-01-08,0.7768999934196472,0.7798998355865479,0.7741400003433228,0.7768999934196472,0,0.0,0.0
6,2021-01-11,0.7723796963691711,0.7730425000190735,0.7668887972831726,0.7716525793075562,0,0.0,0.0
7,2021-01-12,0.7708198428153992,0.7740597128868103,0.7687399387359619,0.7707497477531433,0,0.0,0.0
8,2021-01-13,0.7774798274040222,0.7782707214355469,0.7723098993301392,0.7776049971580505,0,0.0,0.0
9,2021-01-14,0.7746401429176331,0.7793102860450745,0.772879958152771,0.774713397026062,0,0.0,0.0
10,2021-01-15,0.77756267786026,0.7788798809051514,0.7682498097419739,0.777580201625824,0,0.0,0.0
11,2021-01-18,0.7685390710830688,0.7702795267105103,0.766059935092926,0.7688876986503601,0,0.0,0.0
12,2021-01-19,0.7685598134994507,0.7723999619483948,0.7685598134994507,0.7686986327171326,0,0.0,0.0
13,2021-01-20,0.7712478637695312,0.7762998938560486,0.7702000141143799,0.7711800932884216,0,0.0,0.0
14,2021-01-21,0.7754997611045837,0.7783997058868408,0.774899423122406,0.7755701541900635,0,0.0,0.0
15,2021-01-22,0.7761444449424744,0.7768800854682922,0.7703602313995361,0.7761022448539734,0,0.0,0.0
16,2021-01-25,0.7715513706207275,0.7747998237609863,0.7683902978897095,0.7715799808502197,0,0.0,0.0
17,2021-01-26,0.7715001702308655,0.7754300236701965,0.7669999599456787,0.7718997597694397,0,0.0,0.0
18,2021-01-27,0.7753199934959412,0.7760998606681824,0.7650302052497864,0.7753139734268188,0,0.0,0.0
19,2021-01-28,0.7651700973510742,0.7677401900291443,0.7593014240264893,0.765099823474884,0,0.0,0.0
20,2021-01-29,0.7672006487846375,0.7703697681427002,0.7636998295783997,0.7669699192047119,0,0.0,0.0
21,2021-02-01,0.7620615363121033,0.766400933265686,0.761350154876709,0.761997640132904,0,0.0,0.0
22,2021-02-02,0.7633296251296997,0.7661901712417603,0.7566699981689453,0.7634601593017578,0,0.0,0.0
23,2021-02-03,0.7609001398086548,0.7626997232437134,0.7602400183677673,0.760820746421814,0,0.0,0.0
